action,sample_id,cam_0_path,cam_2_path,cam_4_path,cam_5_path,split
ok,IMG_6289,./test/multiview_blender/ok/IMG_6289/Cam_0.npy,./test/multiview_blender/ok/IMG_6289/Cam_2.npy,./test/multiview_blender/ok/IMG_6289/Cam_4.npy,./test/multiview_blender/ok/IMG_6289/Cam_5.npy,test
ok,IMG_6290,./test/multiview_blender/ok/IMG_6290/Cam_0.npy,./test/multiview_blender/ok/IMG_6290/Cam_2.npy,./test/multiview_blender/ok/IMG_6290/Cam_4.npy,./test/multiview_blender/ok/IMG_6290/Cam_5.npy,test
ok,IMG_6292,./test/multiview_blender/ok/IMG_6292/Cam_0.npy,./test/multiview_blender/ok/IMG_6292/Cam_2.npy,./test/multiview_blender/ok/IMG_6292/Cam_4.npy,./test/multiview_blender/ok/IMG_6292/Cam_5.npy,test
ok,IMG_6327,./test/multiview_blender/ok/IMG_6327/Cam_0.npy,./test/multiview_blender/ok/IMG_6327/Cam_2.npy,./test/multiview_blender/ok/IMG_6327/Cam_4.npy,./test/multiview_blender/ok/IMG_6327/Cam_5.npy,test
ok,IMG_6329,./test/multiview_blender/ok/IMG_6329/Cam_0.npy,./test/multiview_blender/ok/IMG_6329/Cam_2.npy,./test/multiview_blender/ok/IMG_6329/Cam_4.npy,./test/multiview_blender/ok/IMG_6329/Cam_5.npy,test
ok,IMG_6362,./test/multiview_blender/ok/IMG_6362/Cam_0.npy,./test/multiview_blender/ok/IMG_6362/Cam_2.npy,./test/multiview_blender/ok/IMG_6362/Cam_4.npy,./test/multiview_blender/ok/IMG_6362/Cam_5.npy,test
ok,IMG_6363,./test/multiview_blender/ok/IMG_6363/Cam_0.npy,./test/multiview_blender/ok/IMG_6363/Cam_2.npy,./test/multiview_blender/ok/IMG_6363/Cam_4.npy,./test/multiview_blender/ok/IMG_6363/Cam_5.npy,test
ok,IMG_6396,./test/multiview_blender/ok/IMG_6396/Cam_0.npy,./test/multiview_blender/ok/IMG_6396/Cam_2.npy,./test/multiview_blender/ok/IMG_6396/Cam_4.npy,./test/multiview_blender/ok/IMG_6396/Cam_5.npy,test
ok,IMG_6434,./test/multiview_blender/ok/IMG_6434/Cam_0.npy,./test/multiview_blender/ok/IMG_6434/Cam_2.npy,./test/multiview_blender/ok/IMG_6434/Cam_4.npy,./test/multiview_blender/ok/IMG_6434/Cam_5.npy,test
ok,IMG_6437,./test/multiview_blender/ok/IMG_6437/Cam_0.npy,./test/multiview_blender/ok/IMG_6437/Cam_2.npy,./test/multiview_blender/ok/IMG_6437/Cam_4.npy,./test/multiview_blender/ok/IMG_6437/Cam_5.npy,test
ok,IMG_6472,./test/multiview_blender/ok/IMG_6472/Cam_0.npy,./test/multiview_blender/ok/IMG_6472/Cam_2.npy,./test/multiview_blender/ok/IMG_6472/Cam_4.npy,./test/multiview_blender/ok/IMG_6472/Cam_5.npy,test
ok,IMG_6474,./test/multiview_blender/ok/IMG_6474/Cam_0.npy,./test/multiview_blender/ok/IMG_6474/Cam_2.npy,./test/multiview_blender/ok/IMG_6474/Cam_4.npy,./test/multiview_blender/ok/IMG_6474/Cam_5.npy,test
ok,IMG_6512,./test/multiview_blender/ok/IMG_6512/Cam_0.npy,./test/multiview_blender/ok/IMG_6512/Cam_2.npy,./test/multiview_blender/ok/IMG_6512/Cam_4.npy,./test/multiview_blender/ok/IMG_6512/Cam_5.npy,test
ok,IMG_6554,./test/multiview_blender/ok/IMG_6554/Cam_0.npy,./test/multiview_blender/ok/IMG_6554/Cam_2.npy,./test/multiview_blender/ok/IMG_6554/Cam_4.npy,./test/multiview_blender/ok/IMG_6554/Cam_5.npy,test
ok,IMG_6555,./test/multiview_blender/ok/IMG_6555/Cam_0.npy,./test/multiview_blender/ok/IMG_6555/Cam_2.npy,./test/multiview_blender/ok/IMG_6555/Cam_4.npy,./test/multiview_blender/ok/IMG_6555/Cam_5.npy,test
ok,IMG_6591,./test/multiview_blender/ok/IMG_6591/Cam_0.npy,./test/multiview_blender/ok/IMG_6591/Cam_2.npy,./test/multiview_blender/ok/IMG_6591/Cam_4.npy,./test/multiview_blender/ok/IMG_6591/Cam_5.npy,test
ok,IMG_6623,./test/multiview_blender/ok/IMG_6623/Cam_0.npy,./test/multiview_blender/ok/IMG_6623/Cam_2.npy,./test/multiview_blender/ok/IMG_6623/Cam_4.npy,./test/multiview_blender/ok/IMG_6623/Cam_5.npy,test
ok,IMG_6624,./test/multiview_blender/ok/IMG_6624/Cam_0.npy,./test/multiview_blender/ok/IMG_6624/Cam_2.npy,./test/multiview_blender/ok/IMG_6624/Cam_4.npy,./test/multiview_blender/ok/IMG_6624/Cam_5.npy,test
ok,IMG_6712,./test/multiview_blender/ok/IMG_6712/Cam_0.npy,./test/multiview_blender/ok/IMG_6712/Cam_2.npy,./test/multiview_blender/ok/IMG_6712/Cam_4.npy,./test/multiview_blender/ok/IMG_6712/Cam_5.npy,test
ok,IMG_6714,./test/multiview_blender/ok/IMG_6714/Cam_0.npy,./test/multiview_blender/ok/IMG_6714/Cam_2.npy,./test/multiview_blender/ok/IMG_6714/Cam_4.npy,./test/multiview_blender/ok/IMG_6714/Cam_5.npy,test
