action,sample_id,input_path,split
ok,IMG_6289,./test/skeleton_final_v2/ok/IMG_6289.npy,test
ok,IMG_6290,./test/skeleton_final_v2/ok/IMG_6290.npy,test
ok,IMG_6292,./test/skeleton_final_v2/ok/IMG_6292.npy,test
ok,IMG_6327,./test/skeleton_final_v2/ok/IMG_6327.npy,test
ok,IMG_6329,./test/skeleton_final_v2/ok/IMG_6329.npy,test
ok,IMG_6362,./test/skeleton_final_v2/ok/IMG_6362.npy,test
ok,IMG_6363,./test/skeleton_final_v2/ok/IMG_6363.npy,test
ok,IMG_6396,./test/skeleton_final_v2/ok/IMG_6396.npy,test
ok,IMG_6434,./test/skeleton_final_v2/ok/IMG_6434.npy,test
ok,IMG_6437,./test/skeleton_final_v2/ok/IMG_6437.npy,test
ok,IMG_6472,./test/skeleton_final_v2/ok/IMG_6472.npy,test
ok,IMG_6474,./test/skeleton_final_v2/ok/IMG_6474.npy,test
ok,IMG_6512,./test/skeleton_final_v2/ok/IMG_6512.npy,test
ok,IMG_6554,./test/skeleton_final_v2/ok/IMG_6554.npy,test
ok,IMG_6555,./test/skeleton_final_v2/ok/IMG_6555.npy,test
ok,IMG_6591,./test/skeleton_final_v2/ok/IMG_6591.npy,test
ok,IMG_6623,./test/skeleton_final_v2/ok/IMG_6623.npy,test
ok,IMG_6624,./test/skeleton_final_v2/ok/IMG_6624.npy,test
ok,IMG_6712,./test/skeleton_final_v2/ok/IMG_6712.npy,test
ok,IMG_6714,./test/skeleton_final_v2/ok/IMG_6714.npy,test
ok,IMG_6738,./test/skeleton_final_v2/ok/IMG_6738.npy,test
ok,IMG_6803,./test/skeleton_final_v2/ok/IMG_6803.npy,test
ok,IMG_6805,./test/skeleton_final_v2/ok/IMG_6805.npy,test
ok,IMG_6834,./test/skeleton_final_v2/ok/IMG_6834.npy,test
ok,IMG_6835,./test/skeleton_final_v2/ok/IMG_6835.npy,test
ok,IMG_6937,./test/skeleton_final_v2/ok/IMG_6937.npy,test
ok,IMG_6938,./test/skeleton_final_v2/ok/IMG_6938.npy,test
ok,IMG_6967,./test/skeleton_final_v2/ok/IMG_6967.npy,test
ok,IMG_6968,./test/skeleton_final_v2/ok/IMG_6968.npy,test
ok,IMG_6969,./test/skeleton_final_v2/ok/IMG_6969.npy,test
ok,IMG_6970,./test/skeleton_final_v2/ok/IMG_6970.npy,test
ok,IMG_7001,./test/skeleton_final_v2/ok/IMG_7001.npy,test
ok,IMG_7036,./test/skeleton_final_v2/ok/IMG_7036.npy,test
ok,IMG_7037,./test/skeleton_final_v2/ok/IMG_7037.npy,test
ok,IMG_7038,./test/skeleton_final_v2/ok/IMG_7038.npy,test
ok,IMG_7070,./test/skeleton_final_v2/ok/IMG_7070.npy,test
ok,IMG_7072,./test/skeleton_final_v2/ok/IMG_7072.npy,test
ok,IMG_7073,./test/skeleton_final_v2/ok/IMG_7073.npy,test
ok,IMG_7227,./test/skeleton_final_v2/ok/IMG_7227.npy,test
ok,IMG_7228,./test/skeleton_final_v2/ok/IMG_7228.npy,test
ok,IMG_7258,./test/skeleton_final_v2/ok/IMG_7258.npy,test
ok,IMG_7259,./test/skeleton_final_v2/ok/IMG_7259.npy,test
ok,IMG_7260,./test/skeleton_final_v2/ok/IMG_7260.npy,test
ok,IMG_7288,./test/skeleton_final_v2/ok/IMG_7288.npy,test
ok,IMG_7290,./test/skeleton_final_v2/ok/IMG_7290.npy,test
ok,IMG_7291,./test/skeleton_final_v2/ok/IMG_7291.npy,test
ok,IMG_7322,./test/skeleton_final_v2/ok/IMG_7322.npy,test
ok,IMG_7323,./test/skeleton_final_v2/ok/IMG_7323.npy,test
ok,IMG_7351,./test/skeleton_final_v2/ok/IMG_7351.npy,test
ok,IMG_7352,./test/skeleton_final_v2/ok/IMG_7352.npy,test
ok,IMG_7354,./test/skeleton_final_v2/ok/IMG_7354.npy,test
ok,IMG_7355,./test/skeleton_final_v2/ok/IMG_7355.npy,test
ok,IMG_7391,./test/skeleton_final_v2/ok/IMG_7391.npy,test
ok,IMG_7394,./test/skeleton_final_v2/ok/IMG_7394.npy,test
ok,IMG_7416,./test/skeleton_final_v2/ok/IMG_7416.npy,test
ok,IMG_7418,./test/skeleton_final_v2/ok/IMG_7418.npy,test
ok,IMG_7448,./test/skeleton_final_v2/ok/IMG_7448.npy,test
ok,IMG_7484,./test/skeleton_final_v2/ok/IMG_7484.npy,test
ok,IMG_7529,./test/skeleton_final_v2/ok/IMG_7529.npy,test
ok,IMG_7550,./test/skeleton_final_v2/ok/IMG_7550.npy,test
ok,IMG_7581,./test/skeleton_final_v2/ok/IMG_7581.npy,test
ok,IMG_7582,./test/skeleton_final_v2/ok/IMG_7582.npy,test
ok,IMG_7583,./test/skeleton_final_v2/ok/IMG_7583.npy,test
ok,IMG_7584,./test/skeleton_final_v2/ok/IMG_7584.npy,test
ok,IMG_7585,./test/skeleton_final_v2/ok/IMG_7585.npy,test
ok,IMG_7613,./test/skeleton_final_v2/ok/IMG_7613.npy,test
ok,IMG_7614,./test/skeleton_final_v2/ok/IMG_7614.npy,test
ok,IMG_7616,./test/skeleton_final_v2/ok/IMG_7616.npy,test
ok,IMG_7617,./test/skeleton_final_v2/ok/IMG_7617.npy,test
ok,IMG_7618,./test/skeleton_final_v2/ok/IMG_7618.npy,test
ok,IMG_7655,./test/skeleton_final_v2/ok/IMG_7655.npy,test
ok,IMG_7656,./test/skeleton_final_v2/ok/IMG_7656.npy,test
ok,IMG_7657,./test/skeleton_final_v2/ok/IMG_7657.npy,test
ok,IMG_7660,./test/skeleton_final_v2/ok/IMG_7660.npy,test
ok,IMG_7690,./test/skeleton_final_v2/ok/IMG_7690.npy,test
ok,IMG_7691,./test/skeleton_final_v2/ok/IMG_7691.npy,test
ok,IMG_7693,./test/skeleton_final_v2/ok/IMG_7693.npy,test
ok,IMG_7722,./test/skeleton_final_v2/ok/IMG_7722.npy,test
ok,IMG_7723,./test/skeleton_final_v2/ok/IMG_7723.npy,test
ok,IMG_7753,./test/skeleton_final_v2/ok/IMG_7753.npy,test
ok,IMG_7756,./test/skeleton_final_v2/ok/IMG_7756.npy,test
ok,IMG_7782,./test/skeleton_final_v2/ok/IMG_7782.npy,test
ok,IMG_7783,./test/skeleton_final_v2/ok/IMG_7783.npy,test
ok,IMG_7786,./test/skeleton_final_v2/ok/IMG_7786.npy,test
ok,IMG_7854,./test/skeleton_final_v2/ok/IMG_7854.npy,test
ok,IMG_7887,./test/skeleton_final_v2/ok/IMG_7887.npy,test
ok,IMG_7888,./test/skeleton_final_v2/ok/IMG_7888.npy,test
ok,IMG_7890,./test/skeleton_final_v2/ok/IMG_7890.npy,test
ok,IMG_7891,./test/skeleton_final_v2/ok/IMG_7891.npy,test
ok,IMG_7922,./test/skeleton_final_v2/ok/IMG_7922.npy,test
ok,IMG_7948,./test/skeleton_final_v2/ok/IMG_7948.npy,test
ok,IMG_7950,./test/skeleton_final_v2/ok/IMG_7950.npy,test
ok,IMG_7951,./test/skeleton_final_v2/ok/IMG_7951.npy,test
ok,IMG_7980,./test/skeleton_final_v2/ok/IMG_7980.npy,test
ok,IMG_8014,./test/skeleton_final_v2/ok/IMG_8014.npy,test
ok,IMG_8046,./test/skeleton_final_v2/ok/IMG_8046.npy,test
ok,IMG_8047,./test/skeleton_final_v2/ok/IMG_8047.npy,test
ok,IMG_8049,./test/skeleton_final_v2/ok/IMG_8049.npy,test
ok,IMG_8087,./test/skeleton_final_v2/ok/IMG_8087.npy,test
ok,IMG_8088,./test/skeleton_final_v2/ok/IMG_8088.npy,test
ok,IMG_8089,./test/skeleton_final_v2/ok/IMG_8089.npy,test
ok,IMG_8091,./test/skeleton_final_v2/ok/IMG_8091.npy,test
ok,IMG_8109,./test/skeleton_final_v2/ok/IMG_8109.npy,test
ok,IMG_8110,./test/skeleton_final_v2/ok/IMG_8110.npy,test
ok,IMG_8177,./test/skeleton_final_v2/ok/IMG_8177.npy,test
ok,IMG_8178,./test/skeleton_final_v2/ok/IMG_8178.npy,test
paper,IMG_6274,./test/skeleton_final_v2/paper/IMG_6274.npy,test
paper,IMG_6275,./test/skeleton_final_v2/paper/IMG_6275.npy,test
paper,IMG_6276,./test/skeleton_final_v2/paper/IMG_6276.npy,test
paper,IMG_6277,./test/skeleton_final_v2/paper/IMG_6277.npy,test
paper,IMG_6279,./test/skeleton_final_v2/paper/IMG_6279.npy,test
paper,IMG_6280,./test/skeleton_final_v2/paper/IMG_6280.npy,test
paper,IMG_6323,./test/skeleton_final_v2/paper/IMG_6323.npy,test
paper,IMG_6324,./test/skeleton_final_v2/paper/IMG_6324.npy,test
paper,IMG_6325,./test/skeleton_final_v2/paper/IMG_6325.npy,test
paper,IMG_6326,./test/skeleton_final_v2/paper/IMG_6326.npy,test
paper,IMG_6355,./test/skeleton_final_v2/paper/IMG_6355.npy,test
paper,IMG_6358,./test/skeleton_final_v2/paper/IMG_6358.npy,test
paper,IMG_6359,./test/skeleton_final_v2/paper/IMG_6359.npy,test
paper,IMG_6391,./test/skeleton_final_v2/paper/IMG_6391.npy,test
paper,IMG_6392,./test/skeleton_final_v2/paper/IMG_6392.npy,test
paper,IMG_6393,./test/skeleton_final_v2/paper/IMG_6393.npy,test
paper,IMG_6395,./test/skeleton_final_v2/paper/IMG_6395.npy,test
paper,IMG_6427,./test/skeleton_final_v2/paper/IMG_6427.npy,test
paper,IMG_6429,./test/skeleton_final_v2/paper/IMG_6429.npy,test
paper,IMG_6430,./test/skeleton_final_v2/paper/IMG_6430.npy,test
paper,IMG_6431,./test/skeleton_final_v2/paper/IMG_6431.npy,test
paper,IMG_6467,./test/skeleton_final_v2/paper/IMG_6467.npy,test
paper,IMG_6468,./test/skeleton_final_v2/paper/IMG_6468.npy,test
paper,IMG_6469,./test/skeleton_final_v2/paper/IMG_6469.npy,test
paper,IMG_6504,./test/skeleton_final_v2/paper/IMG_6504.npy,test
paper,IMG_6505,./test/skeleton_final_v2/paper/IMG_6505.npy,test
paper,IMG_6508,./test/skeleton_final_v2/paper/IMG_6508.npy,test
paper,IMG_6546,./test/skeleton_final_v2/paper/IMG_6546.npy,test
paper,IMG_6547,./test/skeleton_final_v2/paper/IMG_6547.npy,test
paper,IMG_6548,./test/skeleton_final_v2/paper/IMG_6548.npy,test
paper,IMG_6549,./test/skeleton_final_v2/paper/IMG_6549.npy,test
paper,IMG_6550,./test/skeleton_final_v2/paper/IMG_6550.npy,test
paper,IMG_6582,./test/skeleton_final_v2/paper/IMG_6582.npy,test
paper,IMG_6583,./test/skeleton_final_v2/paper/IMG_6583.npy,test
paper,IMG_6584,./test/skeleton_final_v2/paper/IMG_6584.npy,test
paper,IMG_6585,./test/skeleton_final_v2/paper/IMG_6585.npy,test
paper,IMG_6619,./test/skeleton_final_v2/paper/IMG_6619.npy,test
paper,IMG_6622,./test/skeleton_final_v2/paper/IMG_6622.npy,test
paper,IMG_6653,./test/skeleton_final_v2/paper/IMG_6653.npy,test
paper,IMG_6654,./test/skeleton_final_v2/paper/IMG_6654.npy,test
paper,IMG_6655,./test/skeleton_final_v2/paper/IMG_6655.npy,test
paper,IMG_6656,./test/skeleton_final_v2/paper/IMG_6656.npy,test
paper,IMG_6708,./test/skeleton_final_v2/paper/IMG_6708.npy,test
paper,IMG_6709,./test/skeleton_final_v2/paper/IMG_6709.npy,test
paper,IMG_6710,./test/skeleton_final_v2/paper/IMG_6710.npy,test
paper,IMG_6732,./test/skeleton_final_v2/paper/IMG_6732.npy,test
paper,IMG_6767,./test/skeleton_final_v2/paper/IMG_6767.npy,test
paper,IMG_6799,./test/skeleton_final_v2/paper/IMG_6799.npy,test
paper,IMG_6830,./test/skeleton_final_v2/paper/IMG_6830.npy,test
paper,IMG_6861,./test/skeleton_final_v2/paper/IMG_6861.npy,test
paper,IMG_6862,./test/skeleton_final_v2/paper/IMG_6862.npy,test
paper,IMG_6864,./test/skeleton_final_v2/paper/IMG_6864.npy,test
paper,IMG_6865,./test/skeleton_final_v2/paper/IMG_6865.npy,test
paper,IMG_6909,./test/skeleton_final_v2/paper/IMG_6909.npy,test
paper,IMG_6910,./test/skeleton_final_v2/paper/IMG_6910.npy,test
paper,IMG_6911,./test/skeleton_final_v2/paper/IMG_6911.npy,test
paper,IMG_6913,./test/skeleton_final_v2/paper/IMG_6913.npy,test
paper,IMG_6934,./test/skeleton_final_v2/paper/IMG_6934.npy,test
paper,IMG_6935,./test/skeleton_final_v2/paper/IMG_6935.npy,test
paper,IMG_6963,./test/skeleton_final_v2/paper/IMG_6963.npy,test
paper,IMG_6964,./test/skeleton_final_v2/paper/IMG_6964.npy,test
paper,IMG_6965,./test/skeleton_final_v2/paper/IMG_6965.npy,test
paper,IMG_6994,./test/skeleton_final_v2/paper/IMG_6994.npy,test
paper,IMG_6995,./test/skeleton_final_v2/paper/IMG_6995.npy,test
paper,IMG_6996,./test/skeleton_final_v2/paper/IMG_6996.npy,test
paper,IMG_7033,./test/skeleton_final_v2/paper/IMG_7033.npy,test
paper,IMG_7064,./test/skeleton_final_v2/paper/IMG_7064.npy,test
paper,IMG_7065,./test/skeleton_final_v2/paper/IMG_7065.npy,test
paper,IMG_7067,./test/skeleton_final_v2/paper/IMG_7067.npy,test
paper,IMG_7068,./test/skeleton_final_v2/paper/IMG_7068.npy,test
paper,IMG_7222,./test/skeleton_final_v2/paper/IMG_7222.npy,test
paper,IMG_7223,./test/skeleton_final_v2/paper/IMG_7223.npy,test
paper,IMG_7224,./test/skeleton_final_v2/paper/IMG_7224.npy,test
paper,IMG_7254,./test/skeleton_final_v2/paper/IMG_7254.npy,test
paper,IMG_7285,./test/skeleton_final_v2/paper/IMG_7285.npy,test
paper,IMG_7286,./test/skeleton_final_v2/paper/IMG_7286.npy,test
paper,IMG_7316,./test/skeleton_final_v2/paper/IMG_7316.npy,test
paper,IMG_7317,./test/skeleton_final_v2/paper/IMG_7317.npy,test
paper,IMG_7345,./test/skeleton_final_v2/paper/IMG_7345.npy,test
paper,IMG_7347,./test/skeleton_final_v2/paper/IMG_7347.npy,test
paper,IMG_7349,./test/skeleton_final_v2/paper/IMG_7349.npy,test
paper,IMG_7382,./test/skeleton_final_v2/paper/IMG_7382.npy,test
paper,IMG_7414,./test/skeleton_final_v2/paper/IMG_7414.npy,test
paper,IMG_7443,./test/skeleton_final_v2/paper/IMG_7443.npy,test
paper,IMG_7446,./test/skeleton_final_v2/paper/IMG_7446.npy,test
paper,IMG_7447,./test/skeleton_final_v2/paper/IMG_7447.npy,test
paper,IMG_7476,./test/skeleton_final_v2/paper/IMG_7476.npy,test
paper,IMG_7477,./test/skeleton_final_v2/paper/IMG_7477.npy,test
paper,IMG_7513,./test/skeleton_final_v2/paper/IMG_7513.npy,test
paper,IMG_7515,./test/skeleton_final_v2/paper/IMG_7515.npy,test
paper,IMG_7545,./test/skeleton_final_v2/paper/IMG_7545.npy,test
paper,IMG_7578,./test/skeleton_final_v2/paper/IMG_7578.npy,test
paper,IMG_7579,./test/skeleton_final_v2/paper/IMG_7579.npy,test
paper,IMG_7609,./test/skeleton_final_v2/paper/IMG_7609.npy,test
paper,IMG_7610,./test/skeleton_final_v2/paper/IMG_7610.npy,test
paper,IMG_7611,./test/skeleton_final_v2/paper/IMG_7611.npy,test
paper,IMG_7652,./test/skeleton_final_v2/paper/IMG_7652.npy,test
paper,IMG_7653,./test/skeleton_final_v2/paper/IMG_7653.npy,test
paper,IMG_7717,./test/skeleton_final_v2/paper/IMG_7717.npy,test
paper,IMG_7718,./test/skeleton_final_v2/paper/IMG_7718.npy,test
paper,IMG_7719,./test/skeleton_final_v2/paper/IMG_7719.npy,test
paper,IMG_7720,./test/skeleton_final_v2/paper/IMG_7720.npy,test
paper,IMG_7750,./test/skeleton_final_v2/paper/IMG_7750.npy,test
paper,IMG_7778,./test/skeleton_final_v2/paper/IMG_7778.npy,test
paper,IMG_7781,./test/skeleton_final_v2/paper/IMG_7781.npy,test
paper,IMG_7850,./test/skeleton_final_v2/paper/IMG_7850.npy,test
paper,IMG_7882,./test/skeleton_final_v2/paper/IMG_7882.npy,test
paper,IMG_7883,./test/skeleton_final_v2/paper/IMG_7883.npy,test
paper,IMG_7884,./test/skeleton_final_v2/paper/IMG_7884.npy,test
paper,IMG_7885,./test/skeleton_final_v2/paper/IMG_7885.npy,test
paper,IMG_7946,./test/skeleton_final_v2/paper/IMG_7946.npy,test
paper,IMG_7947,./test/skeleton_final_v2/paper/IMG_7947.npy,test
paper,IMG_7977,./test/skeleton_final_v2/paper/IMG_7977.npy,test
paper,IMG_7979,./test/skeleton_final_v2/paper/IMG_7979.npy,test
paper,IMG_8042,./test/skeleton_final_v2/paper/IMG_8042.npy,test
paper,IMG_8043,./test/skeleton_final_v2/paper/IMG_8043.npy,test
paper,IMG_8044,./test/skeleton_final_v2/paper/IMG_8044.npy,test
paper,IMG_8073,./test/skeleton_final_v2/paper/IMG_8073.npy,test
paper,IMG_8075,./test/skeleton_final_v2/paper/IMG_8075.npy,test
paper,IMG_8105,./test/skeleton_final_v2/paper/IMG_8105.npy,test
paper,IMG_8106,./test/skeleton_final_v2/paper/IMG_8106.npy,test
paper,IMG_8139,./test/skeleton_final_v2/paper/IMG_8139.npy,test
paper,IMG_8174,./test/skeleton_final_v2/paper/IMG_8174.npy,test
rock,IMG_6254,./test/skeleton_final_v2/rock/IMG_6254.npy,test
rock,IMG_6265,./test/skeleton_final_v2/rock/IMG_6265.npy,test
rock,IMG_6266,./test/skeleton_final_v2/rock/IMG_6266.npy,test
rock,IMG_6267,./test/skeleton_final_v2/rock/IMG_6267.npy,test
rock,IMG_6271,./test/skeleton_final_v2/rock/IMG_6271.npy,test
