dataset,action,path,shape_ok,has_nan,has_inf,wrist_norm,mid_scale,global_min,global_max,mean,std,palm_sign_z,wrist_ok,mid_scale_ok
salux_3d,ok,./dataset/skeleton_final_v2/ok/ok (100).npy,1,0,0,0.0,0.999996542930603,-0.9121659994125366,2.074155330657959,0.3491821885108948,0.6634207367897034,1.0,1,1
salux_3d,ok,./dataset/skeleton_final_v2/ok/ok (101).npy,1,0,0,0.0,0.9999964833259583,-0.9748964905738831,2.065075635910034,0.32125023007392883,0.6770834922790527,1.0,1,1
salux_3d,ok,./dataset/skeleton_final_v2/ok/ok (102).npy,1,0,0,0.0,0.9999963641166687,-1.0192509889602661,2.0520379543304443,0.3461824357509613,0.6672067642211914,1.0,1,1
salux_3d,ok,./dataset/skeleton_final_v2/ok/ok (103).npy,1,0,0,0.0,0.999996542930603,-0.943520724773407,1.9771392345428467,0.30045220255851746,0.6661654114723206,1.0,1,1
salux_3d,ok,./dataset/skeleton_final_v2/ok/ok (104).npy,1,0,0,0.0,0.9999966621398926,-0.8347792625427246,2.0583274364471436,0.2879471480846405,0.6929051280021667,1.0,1,1
salux_3d,ok,./dataset/skeleton_final_v2/ok/ok (105).npy,1,0,0,0.0,0.9999964833259583,-0.9252188205718994,2.030956268310547,0.3011165261268616,0.6790928244590759,1.0,1,1
salux_3d,ok,./dataset/skeleton_final_v2/ok/ok (106).npy,1,0,0,0.0,0.9999964237213135,-0.9973487854003906,2.0451982021331787,0.32327404618263245,0.6744964718818665,1.0,1,1
salux_3d,ok,./dataset/skeleton_final_v2/ok/ok (107).npy,1,0,0,0.0,0.999996542930603,-0.8368114829063416,2.0451152324676514,0.2943681478500366,0.6809543967247009,1.0,1,1
salux_3d,ok,./dataset/skeleton_final_v2/ok/ok (108).npy,1,0,0,0.0,0.9999964237213135,-0.8383397459983826,2.064481735229492,0.28607413172721863,0.6877018213272095,1.0,1,1
salux_3d,ok,./dataset/skeleton_final_v2/ok/ok (11).npy,1,0,0,0.0,0.9999967217445374,-0.5931984186172485,1.9798227548599243,0.33843815326690674,0.6745414137840271,1.0,1,1
salux_3d,ok,./dataset/skeleton_final_v2/ok/ok (110).npy,1,0,0,0.0,0.999996542930603,-0.7630477547645569,2.070786952972412,0.30103233456611633,0.7041690349578857,1.0,1,1
salux_3d,ok,./dataset/skeleton_final_v2/ok/ok (111).npy,1,0,0,0.0,0.9999966621398926,-0.8100088834762573,1.99787437915802,0.28910279273986816,0.6918827891349792,1.0,1,1
salux_3d,ok,./dataset/skeleton_final_v2/ok/ok (113).npy,1,0,0,0.0,0.9999964237213135,-0.8331579566001892,2.1151745319366455,0.30202654004096985,0.7189754247665405,1.0,1,1
salux_3d,ok,./dataset/skeleton_final_v2/ok/ok (115).npy,1,0,0,0.0,0.9999966621398926,-0.7900691032409668,1.9993113279342651,0.2830145061016083,0.6877085566520691,1.0,1,1
salux_3d,ok,./dataset/skeleton_final_v2/ok/ok (116).npy,1,0,0,0.0,0.999996542930603,-0.8255784511566162,2.031254291534424,0.31476813554763794,0.6802080869674683,1.0,1,1
salux_3d,ok,./dataset/skeleton_final_v2/ok/ok (117).npy,1,0,0,0.0,0.9999964237213135,-0.9296873211860657,2.176020622253418,0.35930106043815613,0.6938480138778687,1.0,1,1
salux_3d,ok,./dataset/skeleton_final_v2/ok/ok (118).npy,1,0,0,0.0,0.999996542930603,-0.8600754737854004,2.051422595977783,0.2977203130722046,0.7046639323234558,1.0,1,1
salux_3d,ok,./dataset/skeleton_final_v2/ok/ok (119).npy,1,0,0,0.0,0.999996542930603,-0.7671512365341187,2.0572075843811035,0.2944425046443939,0.7055976986885071,1.0,1,1
salux_3d,ok,./dataset/skeleton_final_v2/ok/ok (12).npy,1,0,0,0.0,0.9999967217445374,-0.5964424014091492,1.9895285367965698,0.34821099042892456,0.6787809133529663,1.0,1,1
salux_3d,ok,./dataset/skeleton_final_v2/ok/ok (120).npy,1,0,0,0.0,0.9999962449073792,-0.7929314970970154,2.17087984085083,0.3140951693058014,0.7267557382583618,1.0,1,1
salux_3d,ok,./dataset/skeleton_final_v2/ok/ok (121).npy,1,0,0,0.0,0.9999963641166687,-0.9115267992019653,2.1469359397888184,0.28932660818099976,0.7258033156394958,1.0,1,1
salux_3d,ok,./dataset/skeleton_final_v2/ok/ok (123).npy,1,0,0,0.0,0.9999967217445374,-1.3849914073944092,1.9551875591278076,0.25591033697128296,0.7870481610298157,1.0,1,1
salux_3d,ok,./dataset/skeleton_final_v2/ok/ok (124).npy,1,0,0,0.0,0.9999945163726807,-1.1731537580490112,2.3319005966186523,0.4435986578464508,0.7993150353431702,1.0,1,1
salux_3d,ok,./dataset/skeleton_final_v2/ok/ok (125).npy,1,0,0,0.0,0.999996542930603,-0.9375949501991272,2.2233176231384277,0.30571937561035156,0.787750780582428,1.0,1,1
salux_3d,ok,./dataset/skeleton_final_v2/ok/ok (126).npy,1,0,0,0.0,0.9999964833259583,-0.8754752278327942,2.174616813659668,0.3091089427471161,0.7379121780395508,1.0,1,1
salux_3d,ok,./dataset/skeleton_final_v2/ok/ok (127).npy,1,0,0,0.0,0.9999966621398926,-0.7858849167823792,2.1480698585510254,0.34062498807907104,0.6922058463096619,1.0,1,1
salux_3d,ok,./dataset/skeleton_final_v2/ok/ok (128).npy,1,0,0,0.0,0.9999966621398926,-0.8065195083618164,2.1205828189849854,0.3493744134902954,0.6814266443252563,1.0,1,1
salux_3d,ok,./dataset/skeleton_final_v2/ok/ok (129).npy,1,0,0,0.0,0.9999966025352478,-0.7561047673225403,2.014469861984253,0.37271809577941895,0.6389592885971069,1.0,1,1
salux_3d,ok,./dataset/skeleton_final_v2/ok/ok (13).npy,1,0,0,0.0,0.9999967217445374,-0.6357200741767883,1.9952272176742554,0.34516021609306335,0.6932416558265686,1.0,1,1
salux_3d,ok,./dataset/skeleton_final_v2/ok/ok (130).npy,1,0,0,0.0,0.9999966025352478,-0.9108603596687317,1.9951051473617554,0.36348995566368103,0.6554036736488342,1.0,1,1
salux_3d,ok,./dataset/skeleton_final_v2/ok/ok (131).npy,1,0,0,0.0,0.999996542930603,-0.9568308591842651,1.9348335266113281,0.35577648878097534,0.6465498805046082,1.0,1,1
salux_3d,ok,./dataset/skeleton_final_v2/ok/ok (132).npy,1,0,0,0.0,0.999996542930603,-0.9543373584747314,1.9692879915237427,0.342255562543869,0.6613606214523315,1.0,1,1
salux_3d,ok,./dataset/skeleton_final_v2/ok/ok (133).npy,1,0,0,0.0,0.9999966025352478,-0.9187275171279907,1.9362874031066895,0.33496496081352234,0.6557052731513977,1.0,1,1
salux_3d,ok,./dataset/skeleton_final_v2/ok/ok (134).npy,1,0,0,0.0,0.999996542930603,-0.8752983212471008,1.9366203546524048,0.3417750597000122,0.641567051410675,1.0,1,1
salux_3d,ok,./dataset/skeleton_final_v2/ok/ok (137).npy,1,0,0,0.0,0.999996542930603,-0.8356029987335205,1.93074631690979,0.35403379797935486,0.6214004158973694,1.0,1,1
salux_3d,ok,./dataset/skeleton_final_v2/ok/ok (138).npy,1,0,0,0.0,0.9999966025352478,-0.7911685705184937,1.8877403736114502,0.3235844075679779,0.6213549375534058,1.0,1,1
salux_3d,ok,./dataset/skeleton_final_v2/ok/ok (140).npy,1,0,0,0.0,0.9999966025352478,-0.8416005373001099,1.9028122425079346,0.34042078256607056,0.6180094480514526,1.0,1,1
salux_3d,ok,./dataset/skeleton_final_v2/ok/ok (143).npy,1,0,0,0.0,0.9999966621398926,-0.7765049338340759,1.9624693393707275,0.3624641001224518,0.6243851184844971,1.0,1,1
salux_3d,ok,./dataset/skeleton_final_v2/ok/ok (144).npy,1,0,0,0.0,0.9999966621398926,-0.7762556076049805,1.9579763412475586,0.3583022356033325,0.6195213198661804,1.0,1,1
salux_3d,ok,./dataset/skeleton_final_v2/ok/ok (145).npy,1,0,0,0.0,0.999996542930603,-0.7796157598495483,1.951078176498413,0.3485282361507416,0.6215324997901917,1.0,1,1
